user_id,day_type,transport_mode,distance_km,electricity_kwh,renewable_usage_pct,food_type,screen_time_hours,waste_generated_kg,eco_actions,carbon_footprint_kg,carbon_impact_level
46,Weekday,Walk,9.04,6.62,25,Mixed,4.0,0.65,0,8.35,Medium
46,Weekday,Bus,8.21,3.53,0,Veg,5.6,0.81,0,6.53,Medium
46,Weekend,EV,9.82,3.15,0,Veg,7.9,0.41,0,5.48,Low
46,Weekend,EV,10.5,2.59,75,Veg,4.2,0.42,3,2.26,Low
47,Weekend,Walk,5.74,9.13,25,Mixed,6.4,0.75,5,8.02,Medium
47,Weekday,Bike,8.73,5.92,50,Mixed,2.3,0.59,2,5.84,Low
47,Weekend,EV,0.5,2.0,0,Mixed,4.6,0.55,2,5.02,Low
47,Weekend,Bike,5.41,4.84,50,Non-Veg,5.3,0.74,1,7.98,Medium
47,Weekend,Bus,9.88,8.44,0,Mixed,3.0,0.9,1,11.9,High
47,Weekend,Walk,9.24,8.34,0,Veg,8.2,0.5,0,9.44,Medium
47,Weekday,Bike,9.82,5.27,0,Veg,5.6,0.8,0,7.27,Medium
48,Weekday,Bike,9.95,5.15,25,Veg,4.8,0.45,2,4.91,Low
48,Weekend,Bike,8.15,5.49,25,Non-Veg,6.7,0.86,3,8.71,Medium
48,Weekday,Bus,9.11,5.14,0,Mixed,2.1,0.69,0,9.27,Medium
48,Weekend,Bike,6.41,8.35,0,Non-Veg,4.6,0.68,1,12.77,High
48,Weekend,Car,6.2,5.88,50,Mixed,5.2,0.7,1,7.65,Medium
48,Weekday,Bus,11.59,2.61,50,Veg,5.3,0.65,1,4.38,Low
48,Weekday,Bike,12.92,3.3,0,Veg,3.0,0.53,2,4.53,Low
49,Weekday,Car,13.99,6.78,25,Non-Veg,6.7,0.39,1,12.68,High
49,Weekday,Car,6.97,6.51,50,Veg,2.4,0.54,0,6.78,Medium
49,Weekday,Bus,7.64,4.45,100,Non-Veg,5.7,0.55,1,6.37,Medium
49,Weekend,Bike,0.5,6.24,25,Veg,5.8,0.43,1,5.95,Low
49,Weekday,Car,11.2,2.51,0,Veg,2.3,0.64,0,7.18,Medium
49,Weekday,Bike,13.48,2.0,25,Veg,6.2,0.64,0,4.0,Low
49,Weekend,EV,6.65,4.8,0,Mixed,7.5,0.56,2,7.57,Medium
50,Weekend,EV,8.29,4.19,50,Non-Veg,6.7,0.86,0,8.58,Medium
50,Weekend,Car,11.94,6.56,25,Veg,2.1,0.44,1,8.67,Medium
50,Weekday,Car,14.42,5.07,25,Veg,2.2,0.74,2,8.24,Medium
50,Weekday,Walk,8.97,3.1,75,Non-Veg,9.0,0.42,4,5.04,Low
50,Weekday,Car,5.59,4.68,25,Non-Veg,4.5,0.85,1,10.17,Medium
50,Weekend,Bus,6.06,4.2,0,Non-Veg,2.3,0.61,2,9.36,Medium
50,Weekday,Bike,14.75,6.91,50,Non-Veg,4.0,1.22,2,8.99,Medium
51,Weekday,Bus,17.64,6.68,25,Non-Veg,5.5,0.95,0,12.16,High
51,Weekday,Walk,6.7,9.01,0,Mixed,2.5,0.78,0,11.82,High
51,Weekday,Walk,12.04,8.69,25,Non-Veg,7.7,0.77,3,10.57,Medium
51,Weekend,Bus,9.83,7.61,0,Veg,5.0,1.08,0,10.32,Medium
51,Weekend,Bus,7.39,6.54,0,Mixed,4.9,0.73,1,9.93,Medium
51,Weekend,Bus,6.14,5.46,0,Mixed,2.0,0.65,2,8.44,Medium
51,Weekday,Walk,16.87,8.89,75,Mixed,5.0,0.65,2,5.31,Low
52,Weekday,Car,7.21,8.16,50,Veg,2.5,0.3,2,6.42,Medium
52,Weekend,Bus,7.67,8.06,100,Mixed,2.3,0.78,0,5.04,Low
52,Weekday,Walk,5.99,7.28,0,Veg,5.6,0.81,1,8.54,Medium
52,Weekday,Bus,16.33,7.33,25,Non-Veg,8.4,0.86,1,11.95,High
52,Weekday,Bus,15.7,4.57,0,Non-Veg,4.3,0.75,4,9.81,Medium
52,Weekend,EV,5.98,6.74,25,Mixed,3.1,0.78,1,8.43,Medium
52,Weekend,Walk,9.4,2.8,50,Non-Veg,7.7,0.57,2,6.54,Medium
53,Weekday,Bike,14.8,6.78,0,Veg,7.6,0.27,0,7.88,Medium
53,Weekday,Walk,16.39,4.01,75,Mixed,6.7,0.5,1,4.52,Low
53,Weekend,Bike,10.45,9.5,75,Mixed,8.3,0.72,0,6.31,Medium
53,Weekday,Walk,9.44,4.16,50,Veg,4.3,0.43,1,3.83,Low
53,Weekday,Car,9.86,2.94,50,Non-Veg,4.3,0.67,3,8.38,Medium
53,Weekend,Car,3.81,5.37,50,Veg,2.7,0.44,0,5.53,Low
53,Weekend,Bus,3.97,3.01,100,Non-Veg,2.5,0.44,1,5.94,Low
54,Weekday,Walk,12.31,7.26,25,Mixed,4.4,0.87,1,8.6,Medium
54,Weekend,Bike,5.67,3.04,0,Non-Veg,4.0,0.7,1,8.44,Medium
54,Weekday,Bike,12.28,4.67,25,Non-Veg,6.4,0.61,1,8.7,Medium
54,Weekday,Car,15.25,3.59,50,Veg,6.3,0.44,3,5.99,Low
54,Weekday,Bike,8.33,6.65,0,Veg,6.1,0.73,2,7.52,Medium
54,Weekday,Bus,12.18,5.19,0,Mixed,5.2,0.64,1,9.1,Medium
54,Weekday,Bike,13.99,4.1,50,Veg,8.4,0.63,1,4.04,Low
55,Weekend,EV,13.0,8.25,50,Non-Veg,3.7,0.57,0,10.09,Medium
55,Weekend,EV,7.05,6.41,0,Veg,3.7,0.79,0,8.48,Medium
55,Weekday,Bike,8.34,4.27,0,Mixed,5.2,0.81,1,7.57,Medium
55,Weekday,Walk,17.95,6.66,75,Veg,5.8,0.77,0,4.29,Low
55,Weekday,Walk,17.67,6.99,50,Mixed,5.7,0.64,2,6.33,Medium
55,Weekend,Walk,3.52,4.35,75,Veg,6.7,0.4,2,2.57,Low
55,Weekday,Car,15.32,3.93,25,Veg,5.1,0.78,0,8.57,Medium
56,Weekend,Walk,6.74,6.31,0,Mixed,4.1,0.48,1,8.85,Medium
56,Weekend,Bike,9.17,7.14,0,Mixed,7.4,1.19,0,10.78,Medium
56,Weekend,Bike,1.93,6.67,0,Non-Veg,3.3,0.78,4,10.3,Medium
56,Weekend,Bike,1.97,5.16,0,Veg,5.6,0.41,1,6.32,Medium
56,Weekday,Bus,14.13,5.97,75,Veg,8.7,1.04,1,5.2,Low
56,Weekend,Bike,8.83,7.19,75,Veg,2.7,1.05,1,4.33,Low
56,Weekday,EV,3.44,7.92,75,Veg,8.0,1.01,2,4.17,Low
57,Weekend,Bus,2.05,5.74,50,Non-Veg,3.6,0.58,0,8.71,Medium
57,Weekend,Bus,12.98,3.5,0,Veg,3.6,0.31,2,5.48,Low
57,Weekday,EV,11.42,3.71,0,Veg,3.5,0.58,1,5.79,Low
57,Weekend,Car,7.78,7.19,50,Mixed,6.9,0.1,0,8.2,Medium
57,Weekday,Walk,1.46,4.78,75,Veg,6.4,0.35,1,3.01,Low
57,Weekend,Walk,6.34,3.17,50,Non-Veg,3.4,0.48,2,6.57,Medium
57,Weekday,Car,1.26,5.24,0,Veg,7.5,0.55,2,6.42,Medium
58,Weekday,EV,8.94,7.35,75,Non-Veg,7.9,0.62,1,7.71,Medium
58,Weekday,Car,11.04,7.69,0,Non-Veg,8.0,0.58,0,14.82,High
58,Weekend,Walk,10.09,7.34,75,Non-Veg,3.4,0.5,0,7.61,Medium
58,Weekend,Walk,4.9,6.81,25,Veg,8.8,0.63,0,6.95,Medium
58,Weekday,Walk,9.76,7.27,25,Non-Veg,9.0,0.5,1,10.17,Medium
58,Weekend,Bike,3.46,2.97,25,Veg,2.5,0.48,3,3.2,Low
58,Weekend,Car,0.5,6.28,25,Mixed,2.0,0.37,3,6.71,Medium
59,Weekday,EV,17.59,7.71,50,Non-Veg,7.6,0.58,3,8.86,Medium
59,Weekend,Walk,6.23,7.23,50,Veg,8.4,0.79,2,5.11,Low
59,Weekday,Bike,12.76,8.65,50,Veg,3.1,1.17,0,6.96,Medium
59,Weekend,EV,5.13,5.82,0,Non-Veg,3.5,0.61,2,10.41,Medium
59,Weekend,Bike,2.37,9.69,75,Non-Veg,6.6,0.68,1,7.9,Medium
59,Weekday,Car,15.42,7.27,0,Veg,3.9,0.92,0,12.31,High
59,Weekday,EV,7.95,8.22,25,Non-Veg,3.9,1.02,2,11.3,High
60,Weekend,Bus,8.15,2.81,25,Mixed,2.2,0.81,0,6.86,Medium
60,Weekday,Bike,13.4,2.0,0,Veg,6.7,0.66,1,4.04,Low
60,Weekday,Bike,10.79,5.12,0,Veg,6.0,0.59,0,6.91,Medium
60,Weekend,Walk,10.65,3.06,75,Non-Veg,8.0,0.51,0,6.74,Medium
60,Weekend,Walk,3.98,4.45,50,Veg,6.0,0.5,1,4.02,Low
60,Weekday,Car,14.49,6.91,50,Mixed,2.3,0.6,3,8.9,Medium
60,Weekday,Car,16.36,4.78,50,Veg,5.1,0.53,1,7.63,Medium
61,Weekend,EV,8.81,5.31,75,Veg,4.4,0.29,5,1.79,Low
61,Weekday,EV,12.56,4.9,50,Veg,6.7,0.46,2,4.26,Low
61,Weekday,EV,19.85,5.03,50,Mixed,6.5,0.44,2,6.08,Medium
61,Weekend,Walk,4.06,4.31,50,Veg,7.9,0.95,0,4.91,Low
61,Weekend,EV,12.22,6.56,75,Mixed,7.6,0.59,1,5.65,Low
61,Weekday,EV,14.23,5.46,0,Veg,8.4,0.36,2,6.67,Medium
61,Weekday,Car,8.77,4.76,50,Non-Veg,8.2,0.65,0,10.07,Medium
62,Weekend,Bus,9.2,7.01,50,Veg,4.0,0.89,2,5.88,Low
62,Weekday,EV,13.01,8.78,100,Veg,5.3,0.75,4,1.82,Low
62,Weekday,Car,11.21,6.11,0,Non-Veg,3.6,0.82,1,13.44,High
62,Weekend,Walk,0.5,6.47,50,Mixed,4.3,0.65,0,6.93,Medium
62,Weekday,Bike,8.96,5.92,50,Mixed,2.4,0.59,0,6.64,Medium
62,Weekday,EV,10.48,7.9,0,Veg,8.1,0.47,2,8.66,Medium
62,Weekend,Bus,5.4,7.64,0,Mixed,6.4,1.39,0,11.86,High
63,Weekend,Bike,5.68,4.46,0,Non-Veg,7.8,0.67,2,9.16,Medium
63,Weekend,Bike,3.46,7.99,75,Veg,4.2,0.83,4,3.04,Low
63,Weekend,Bus,5.8,3.43,50,Veg,5.4,0.94,2,4.2,Low
63,Weekday,Walk,11.75,5.01,50,Non-Veg,2.9,0.3,0,7.92,Medium
63,Weekday,Car,19.62,8.88,25,Mixed,6.5,0.75,1,13.59,High
63,Weekend,Bike,0.5,6.35,0,Non-Veg,4.0,0.48,0,11.27,High
63,Weekday,Car,13.77,5.18,0,Non-Veg,8.5,0.71,0,13.49,High
64,Weekend,Walk,7.78,4.59,0,Non-Veg,5.9,0.89,2,9.53,Medium
64,Weekend,Walk,1.59,6.77,0,Mixed,8.1,0.48,0,9.63,Medium
64,Weekday,EV,8.45,6.08,50,Veg,7.3,0.72,0,5.7,Low
64,Weekend,Bike,0.5,4.5,0,Non-Veg,5.4,0.46,0,9.74,Medium
64,Weekend,EV,3.33,5.42,25,Veg,7.3,0.83,0,6.46,Medium
64,Weekend,Walk,0.5,4.65,25,Mixed,9.0,0.54,1,6.61,Medium
64,Weekend,Bus,11.55,5.8,50,Veg,8.4,0.22,1,5.17,Low
65,Weekday,EV,12.23,3.46,25,Mixed,7.9,0.2,0,6.36,Medium
65,Weekend,Bike,4.79,3.36,50,Veg,4.0,0.58,0,4.07,Low
65,Weekend,Bus,10.88,3.5,25,Mixed,7.3,0.58,0,7.22,Medium
65,Weekday,Car,10.22,5.61,75,Non-Veg,4.7,0.88,0,9.85,Medium
65,Weekday,Bus,18.14,4.63,0,Veg,4.4,0.61,0,7.98,Medium
65,Weekend,Walk,6.78,7.22,0,Mixed,7.9,0.71,3,9.07,Medium
65,Weekday,Walk,15.5,7.03,100,Mixed,4.2,0.39,1,3.57,Low
66,Weekend,Car,5.08,4.59,75,Veg,2.4,0.4,0,4.49,Low
66,Weekend,Bus,7.3,3.37,0,Mixed,8.8,0.65,0,7.63,Medium
66,Weekend,Bike,0.5,9.17,50,Non-Veg,7.3,0.56,4,8.33,Medium
66,Weekday,Walk,8.2,8.58,25,Non-Veg,8.2,0.86,0,11.81,High
66,Weekend,Bus,1.57,4.53,0,Non-Veg,5.0,0.54,1,9.59,Medium
66,Weekend,Car,6.92,8.52,0,Non-Veg,5.4,0.79,1,14.49,High
66,Weekend,Bike,0.5,5.66,75,Mixed,4.4,0.43,4,3.58,Low
67,Weekend,Bike,5.13,8.11,0,Mixed,2.1,0.86,0,11.18,High
67,Weekend,Bus,8.03,4.53,0,Veg,8.9,1.25,0,7.86,Medium
67,Weekday,Bus,12.6,5.34,50,Non-Veg,2.2,0.85,0,9.72,Medium
67,Weekday,Car,20.32,7.03,0,Non-Veg,8.6,0.52,2,15.35,High
67,Weekday,EV,11.74,7.38,0,Veg,2.4,0.79,1,9.07,Medium
67,Weekend,Car,4.79,4.02,25,Non-Veg,4.5,0.9,3,8.85,Medium
67,Weekend,Bike,10.61,5.63,0,Mixed,3.5,0.75,2,8.22,Medium
68,Weekend,EV,2.59,6.44,25,Non-Veg,5.2,0.74,1,10.06,Medium
68,Weekend,EV,7.34,9.09,0,Veg,5.3,0.42,3,9.06,Medium
68,Weekend,Walk,4.75,5.33,0,Non-Veg,6.3,0.51,2,9.68,Medium
68,Weekday,Bus,14.86,2.0,25,Mixed,7.8,0.74,1,6.4,Medium
68,Weekday,Walk,16.79,5.05,25,Mixed,6.7,0.49,1,6.8,Medium
68,Weekend,Bus,1.19,4.86,0,Veg,7.8,0.63,0,6.84,Medium
68,Weekend,Bike,3.88,5.85,0,Veg,5.5,0.85,2,7.02,Medium
69,Weekend,Bike,11.48,9.96,25,Veg,7.3,1.26,2,8.84,Medium
69,Weekday,Bike,13.4,7.81,25,Non-Veg,7.9,0.81,1,10.88,Medium
69,Weekday,Bike,11.26,7.95,75,Veg,5.4,0.47,1,3.8,Low
69,Weekday,Bike,12.57,7.22,50,Non-Veg,4.4,0.95,3,8.4,Medium
69,Weekend,EV,3.17,8.93,100,Non-Veg,2.2,1.19,1,6.66,Medium
69,Weekday,EV,16.28,5.06,0,Non-Veg,5.8,0.98,1,11.07,High
69,Weekday,Bus,10.8,5.21,50,Non-Veg,8.3,0.82,0,9.49,Medium
70,Weekday,Bus,8.98,6.15,0,Mixed,3.6,0.83,0,10.25,Medium
70,Weekend,Walk,4.51,3.35,75,Veg,8.5,0.38,0,3.14,Low
70,Weekend,Car,5.58,2.0,0,Mixed,6.1,0.76,0,7.22,Medium
70,Weekend,Car,3.29,6.07,0,Non-Veg,6.1,0.57,1,11.45,High
70,Weekday,EV,11.7,2.42,75,Non-Veg,4.6,0.68,1,6.89,Medium
70,Weekday,EV,16.84,3.78,75,Veg,3.6,0.62,1,3.8,Low
70,Weekday,Walk,9.81,2.0,75,Veg,2.6,0.37,0,2.86,Low
71,Weekday,Bike,11.96,5.73,25,Veg,4.3,0.94,0,6.65,Medium
71,Weekday,Walk,2.52,9.3,50,Veg,3.1,0.87,0,6.86,Medium
71,Weekend,Car,2.77,4.49,25,Non-Veg,6.8,1.12,0,10.19,Medium
71,Weekend,Bus,2.56,4.54,75,Non-Veg,8.3,0.96,0,7.79,Medium
71,Weekday,Bus,10.12,4.34,0,Non-Veg,6.7,0.91,2,10.16,Medium
71,Weekend,Bus,9.89,5.5,50,Mixed,3.9,1.07,0,7.83,Medium
71,Weekday,EV,14.42,8.92,25,Mixed,8.1,0.75,1,10.06,Medium
72,Weekday,Bus,4.7,7.02,75,Non-Veg,3.4,0.29,3,6.47,Medium
72,Weekday,Bike,8.19,4.52,50,Mixed,3.8,0.85,1,5.97,Low
72,Weekday,Bike,13.8,8.74,50,Veg,6.0,0.97,1,6.35,Medium
72,Weekday,Car,9.06,7.04,50,Non-Veg,3.6,0.94,0,11.42,High
72,Weekend,Bike,8.78,7.67,0,Mixed,7.1,0.73,1,10.27,Medium
72,Weekend,Bike,5.16,6.7,25,Veg,2.1,0.63,0,6.88,Medium
72,Weekend,EV,4.71,3.81,25,Mixed,3.2,1.05,0,7.29,Medium
73,Weekday,Bike,12.74,8.28,25,Mixed,5.5,0.44,2,8.31,Medium
73,Weekday,Walk,16.23,4.79,25,Mixed,6.9,0.98,5,5.62,Low
73,Weekend,Bike,8.61,4.54,50,Non-Veg,6.2,1.0,1,8.16,Medium
73,Weekday,Walk,7.02,5.22,25,Veg,7.1,0.83,1,5.8,Low
73,Weekend,Walk,0.81,5.23,0,Non-Veg,5.8,0.89,0,10.85,Medium
73,Weekend,Car,17.06,2.72,50,Veg,4.7,0.94,0,7.83,Medium
73,Weekday,EV,10.87,5.48,0,Non-Veg,3.2,0.76,3,10.14,Medium
74,Weekend,EV,7.1,4.95,25,Non-Veg,6.7,0.62,1,9.17,Medium
74,Weekday,Walk,13.35,5.44,0,Non-Veg,6.0,1.05,3,10.02,Medium
74,Weekend,Walk,10.25,5.0,0,Mixed,4.0,0.92,1,8.3,Medium
74,Weekday,Walk,10.55,7.87,0,Non-Veg,8.7,0.82,2,12.14,High
74,Weekend,Car,2.07,9.25,0,Non-Veg,6.5,1.29,1,14.66,High
74,Weekday,EV,19.88,7.09,0,Non-Veg,4.2,1.0,3,12.11,High
74,Weekend,Bus,6.96,6.19,0,Mixed,6.9,1.26,1,10.25,Medium
75,Weekday,Walk,7.89,9.69,50,Veg,4.8,0.82,2,6.15,Medium
75,Weekday,Bike,18.36,7.87,100,Mixed,4.6,0.68,0,4.31,Low
75,Weekday,Car,12.31,3.65,0,Mixed,6.6,0.64,0,9.85,Medium
75,Weekend,Car,0.5,7.1,25,Non-Veg,6.6,1.06,1,10.85,Medium
75,Weekday,EV,12.69,8.4,100,Veg,3.1,1.36,1,3.74,Low
75,Weekday,Bike,9.83,5.98,25,Non-Veg,3.1,0.8,1,9.74,Medium
75,Weekday,Walk,12.32,6.25,25,Veg,8.1,0.5,2,5.65,Low
76,Weekend,Bike,9.68,5.87,0,Mixed,3.0,0.89,0,9.38,Medium
76,Weekend,EV,13.89,3.74,0,Mixed,8.6,0.83,1,7.72,Medium
76,Weekday,Car,17.96,10.33,75,Non-Veg,7.5,0.65,0,12.16,High
76,Weekend,Bus,8.24,4.77,0,Non-Veg,4.8,1.25,3,10.38,Medium
76,Weekday,EV,14.13,5.18,0,Veg,5.1,0.9,1,7.48,Medium
76,Weekend,Car,6.53,5.18,75,Veg,4.7,0.67,0,5.23,Low
76,Weekday,Bus,6.2,7.0,25,Veg,4.5,0.81,3,6.58,Medium
77,Weekday,Walk,5.91,10.17,100,Mixed,5.8,0.55,2,3.36,Low
77,Weekday,Bike,14.02,7.29,50,Non-Veg,5.7,0.7,0,9.32,Medium
77,Weekend,Walk,3.63,7.45,25,Non-Veg,3.1,0.72,1,10.54,Medium
77,Weekday,Bike,9.81,7.54,25,Non-Veg,4.7,0.32,1,10.12,Medium
77,Weekday,EV,9.09,7.04,0,Non-Veg,6.0,1.02,2,12.06,High
77,Weekend,EV,6.71,7.34,50,Mixed,2.3,0.55,2,6.64,Medium
77,Weekday,Bike,5.45,7.24,25,Veg,8.9,0.88,0,7.51,Medium
78,Weekday,Walk,12.52,4.15,0,Non-Veg,6.7,0.67,1,9.31,Medium
78,Weekday,Walk,1.44,4.99,0,Veg,4.3,0.67,1,6.5,Medium
78,Weekday,Walk,14.03,3.07,0,Veg,3.3,0.54,2,4.36,Low
78,Weekend,Bus,9.26,5.49,0,Non-Veg,4.0,0.89,1,11.41,High
78,Weekday,Bus,9.49,5.66,0,Mixed,4.8,0.66,2,8.89,Medium
78,Weekend,Bike,3.61,7.52,50,Non-Veg,4.9,0.89,2,8.85,Medium
78,Weekend,EV,7.13,4.14,25,Veg,5.8,0.74,1,5.32,Low
79,Weekend,EV,7.59,6.3,25,Veg,2.9,1.18,1,7.19,Medium
79,Weekday,Walk,7.33,9.84,25,Veg,3.1,0.56,1,8.33,Medium
79,Weekday,EV,6.41,8.4,50,Non-Veg,2.2,1.15,1,10.18,Medium
79,Weekend,Car,3.5,8.89,50,Veg,7.1,1.26,1,7.5,Medium
79,Weekday,Car,10.41,6.69,25,Mixed,6.2,0.54,0,10.44,Medium
79,Weekday,Walk,12.48,4.48,50,Mixed,2.2,0.9,2,5.62,Low
79,Weekday,Car,8.44,7.68,50,Veg,5.9,1.02,1,7.75,Medium
80,Weekend,Walk,0.5,4.69,75,Veg,6.2,0.71,2,3.02,Low
80,Weekday,Car,12.58,5.77,0,Veg,3.9,0.37,1,9.42,Medium
80,Weekday,Car,9.0,2.0,50,Mixed,2.6,0.87,0,7.26,Medium
80,Weekend,Bus,6.29,2.0,0,Mixed,4.0,0.75,0,6.54,Medium
80,Weekday,Car,10.42,6.69,50,Veg,8.5,0.74,0,7.81,Medium
80,Weekend,Bike,15.21,2.0,50,Non-Veg,6.8,0.3,1,6.29,Medium
80,Weekday,Bike,16.03,4.89,0,Mixed,3.5,0.45,0,8.05,Medium
81,Weekday,Bus,20.2,7.29,0,Mixed,7.3,0.69,1,11.53,High
81,Weekday,Walk,16.33,7.35,75,Non-Veg,4.1,0.87,4,6.46,Medium
81,Weekend,Walk,7.53,5.81,50,Non-Veg,6.0,0.86,1,8.51,Medium
81,Weekend,Bus,0.5,9.62,0,Non-Veg,4.8,1.0,0,14.63,High
81,Weekday,Car,14.39,6.15,75,Non-Veg,4.6,0.94,1,10.5,Medium
81,Weekend,Bike,7.07,7.07,0,Mixed,2.4,0.94,1,10.03,Medium
81,Weekend,Bus,2.76,5.29,75,Mixed,8.1,1.01,2,5.21,Low
82,Weekend,Walk,4.28,6.95,0,Mixed,5.5,0.85,2,9.43,Medium
82,Weekday,Car,15.96,5.58,75,Veg,3.0,0.75,4,5.8,Low
82,Weekday,Bus,13.36,8.54,50,Mixed,3.8,0.95,1,8.81,Medium
82,Weekend,EV,6.29,6.41,25,Non-Veg,7.9,0.56,2,9.56,Medium
82,Weekend,Car,4.43,6.85,50,Mixed,5.2,1.14,3,7.41,Medium
82,Weekday,Walk,13.89,8.37,50,Mixed,4.5,0.85,0,7.96,Medium
82,Weekday,Walk,14.43,8.36,0,Non-Veg,8.7,0.74,2,12.44,High
83,Weekday,Car,11.44,5.65,50,Mixed,4.8,0.68,1,8.63,Medium
83,Weekend,Bike,6.16,5.6,25,Veg,8.2,0.17,1,5.25,Low
83,Weekday,Walk,11.27,4.9,50,Non-Veg,6.2,0.27,1,7.43,Medium
83,Weekday,Car,4.85,5.99,25,Veg,5.2,0.81,0,7.67,Medium
83,Weekday,Bus,12.34,8.07,0,Mixed,6.2,0.59,2,11.02,High
83,Weekday,Bike,12.08,4.43,0,Veg,2.0,0.32,3,4.82,Low
83,Weekend,Car,7.29,5.4,25,Non-Veg,2.8,0.16,1,10.14,Medium
84,Weekday,EV,12.71,6.6,75,Non-Veg,4.4,0.7,1,7.8,Medium
84,Weekend,Walk,10.55,6.84,75,Non-Veg,2.1,0.75,4,6.2,Medium
84,Weekday,EV,18.02,7.19,75,Non-Veg,2.7,0.8,1,8.25,Medium
84,Weekday,EV,14.66,5.79,0,Non-Veg,7.8,0.64,0,11.6,High
84,Weekend,EV,2.96,7.21,0,Mixed,4.9,0.53,2,9.36,Medium
84,Weekday,Bus,3.7,6.63,0,Non-Veg,8.7,0.76,0,12.15,High
84,Weekend,EV,4.69,5.13,50,Mixed,2.9,0.69,1,6.22,Medium
85,Weekend,Bike,6.72,6.8,0,Non-Veg,8.7,0.64,0,11.84,High
85,Weekend,Bike,4.35,7.28,75,Mixed,8.4,0.53,2,4.83,Low
85,Weekday,EV,8.03,2.63,25,Veg,4.8,0.28,1,3.87,Low
85,Weekday,EV,12.64,4.52,50,Non-Veg,7.2,0.13,1,7.61,Medium
85,Weekend,Bike,2.57,4.63,25,Veg,4.9,0.44,0,5.38,Low
85,Weekday,EV,11.51,5.46,0,Veg,7.3,0.49,0,7.53,Medium
85,Weekend,EV,5.82,4.78,50,Non-Veg,4.4,0.28,0,8.03,Medium
86,Weekend,Car,7.95,9.7,0,Mixed,4.3,0.98,1,13.9,High
86,Weekday,Bike,8.12,6.86,25,Mixed,7.7,0.69,0,8.55,Medium
86,Weekend,Bus,4.76,6.17,50,Veg,6.2,0.68,1,5.33,Low
86,Weekend,Bus,4.05,8.54,25,Veg,7.6,0.82,1,8.16,Medium
86,Weekend,EV,9.2,5.58,0,Mixed,6.3,1.11,0,9.78,Medium
86,Weekday,Bike,9.1,7.23,0,Mixed,4.1,0.88,0,10.48,Medium
86,Weekday,EV,11.14,8.43,0,Non-Veg,8.8,0.84,0,13.87,High
87,Weekend,EV,10.01,7.09,25,Veg,5.7,0.71,1,7.21,Medium
87,Weekday,Bike,10.28,9.26,0,Mixed,8.7,0.67,3,10.7,Medium
87,Weekday,Car,11.04,3.86,0,Veg,7.2,0.77,2,7.61,Medium
87,Weekend,Walk,9.15,2.92,75,Veg,6.0,0.77,2,2.72,Low
87,Weekday,Bike,16.6,6.48,25,Veg,7.6,0.83,3,5.78,Low
87,Weekend,Walk,8.29,6.65,50,Veg,5.2,0.69,1,5.15,Low
87,Weekend,EV,1.46,7.75,50,Veg,5.8,0.67,2,5.24,Low
88,Weekday,Bus,8.28,6.09,75,Veg,5.7,0.38,1,3.97,Low
88,Weekend,Walk,1.86,7.42,0,Non-Veg,2.0,1.05,2,12.04,High
88,Weekend,Bus,1.25,8.89,50,Veg,7.4,1.2,2,6.39,Medium
88,Weekday,Bus,9.71,8.04,75,Mixed,2.8,1.1,1,6.84,Medium
88,Weekend,Bike,3.8,9.78,0,Mixed,8.1,0.88,0,12.57,High
88,Weekend,Bike,8.15,8.45,0,Veg,5.0,1.0,2,9.33,Medium
88,Weekend,Car,2.66,8.82,75,Non-Veg,6.7,0.52,2,7.69,Medium
89,Weekday,EV,5.24,7.9,0,Veg,7.1,0.81,1,9.25,Medium
89,Weekday,Walk,9.18,5.48,25,Non-Veg,6.3,0.95,4,8.41,Medium
89,Weekday,Car,14.27,5.66,50,Veg,6.2,1.51,1,8.73,Medium
89,Weekend,Walk,1.51,8.54,0,Mixed,2.6,0.77,1,11.03,High
89,Weekday,EV,5.24,6.7,25,Non-Veg,4.4,0.47,1,9.99,Medium
89,Weekday,Bike,12.11,3.81,75,Non-Veg,2.1,0.82,2,6.46,Medium
89,Weekend,Walk,15.56,8.23,0,Mixed,5.4,0.73,0,11.12,High
90,Weekday,Bus,11.49,5.93,25,Mixed,7.4,0.72,0,8.93,Medium
90,Weekday,Walk,8.06,7.57,0,Mixed,2.4,0.83,1,10.3,Medium
90,Weekend,EV,3.68,6.28,25,Mixed,6.0,0.82,1,8.1,Medium
90,Weekday,Walk,9.29,6.64,25,Veg,2.7,1.16,0,7.48,Medium
90,Weekend,EV,9.21,5.9,25,Mixed,7.3,1.27,0,9.02,Medium
90,Weekday,Bus,14.07,6.82,0,Non-Veg,5.4,0.88,1,12.87,High
90,Weekday,Walk,15.06,8.89,25,Non-Veg,5.6,0.76,0,11.88,High
91,Weekend,EV,5.58,4.97,50,Mixed,2.6,0.59,1,6.07,Medium
91,Weekday,Walk,12.78,6.89,25,Non-Veg,8.2,0.59,3,9.24,Medium
91,Weekend,Car,2.03,3.12,75,Non-Veg,7.3,0.26,0,6.88,Medium
91,Weekday,Walk,16.22,3.96,0,Non-Veg,6.3,0.82,0,9.74,Medium
91,Weekday,Walk,10.55,2.0,0,Veg,8.9,0.42,0,4.14,Low
91,Weekday,Car,10.78,3.52,25,Mixed,2.1,0.79,0,8.88,Medium
91,Weekend,Bike,11.24,3.85,75,Veg,2.6,0.67,2,2.79,Low
92,Weekday,Bus,12.32,5.59,75,Veg,3.9,1.17,1,5.13,Low
